#Fields:
#1:ID
#2:m_obs up.res
#3:err_m_obs up.res
#4:m_obs g.res
#5:err_m_obs g.res
#6:m_obs r.res
#7:err_m_obs r.res
#8:m_obs i.res
#9:err_m_obs i.res
#10:m_obs z.res
#11:err_m_obs z.res
#12:m_obs y.res
#13:err_m_obs y.res
#14:m_obs 4400.res
#15:err_m_obs 4400.res
#16:m_obs 4500.res
#17:err_m_obs 4500.res
#18:m_obs 4600.res
#19:err_m_obs 4600.res
#20:m_obs 4700.res
#21:err_m_obs 4700.res
#22:m_obs 4800.res
#23:err_m_obs 4800.res
#24:m_obs 4900.res
#25:err_m_obs 4900.res
#26:m_obs 5000.res
#27:err_m_obs 5000.res
#28:m_obs 5100.res
#29:err_m_obs 5100.res
#30:m_obs 5200.res
#31:err_m_obs 5200.res
#32:m_obs 5300.res
#33:err_m_obs 5300.res
#34:m_obs 5400.res
#35:err_m_obs 5400.res
#36:m_obs 5500.res
#37:err_m_obs 5500.res
#38:m_obs 5600.res
#39:err_m_obs 5600.res
#40:m_obs 5700.res
#41:err_m_obs 5700.res
#42:m_obs 5800.res
#43:err_m_obs 5800.res
#44:m_obs 5900.res
#45:err_m_obs 5900.res
#46:m_obs 6000.res
#47:err_m_obs 6000.res
#48:m_obs 6100.res
#49:err_m_obs 6100.res
#50:m_obs 6200.res
#51:err_m_obs 6200.res
#52:m_obs 6300.res
#53:err_m_obs 6300.res
#54:m_obs 6400.res
#55:err_m_obs 6400.res
#56:m_obs 6500.res
#57:err_m_obs 6500.res
#58:m_obs 6600.res
#59:err_m_obs 6600.res
#60:m_obs 6700.res
#61:err_m_obs 6700.res
#62:m_obs 6800.res
#63:err_m_obs 6800.res
#64:m_obs 6900.res
#65:err_m_obs 6900.res
#66:m_obs 7000.res
#67:err_m_obs 7000.res
#68:m_obs 7100.res
#69:err_m_obs 7100.res
#70:m_obs 7200.res
#71:err_m_obs 7200.res
#72:m_obs 7300.res
#73:err_m_obs 7300.res
#74:m_obs 7400.res
#75:err_m_obs 7400.res
#76:m_obs 7500.res
#77:err_m_obs 7500.res
#78:m_obs 7600.res
#79:err_m_obs 7600.res
#80:m_obs 7700.res
#81:err_m_obs 7700.res
#82:m_obs 7800.res
#83:err_m_obs 7800.res
#84:m_obs 7900.res
#85:err_m_obs 7900.res
#86:m_obs 8000.res
#87:err_m_obs 8000.res
#88:m_obs 8100.res
#89:err_m_obs 8100.res
#90:m_obs 8200.res
#91:err_m_obs 8200.res
#92:m_obs 8300.res
#93:err_m_obs 8300.res
#94:m_obs 8400.res
#95:err_m_obs 8400.res
#96:m_obs 8500.res
#97:err_m_obs 8500.res
#98:z_true
#99:m_obs prior
#100:template
#101:E(B-V)
#102:Mr
20  30.0491 3.4977 24.6341 1.2484 24.6306 0.4923 24.2534 0.3435 22.8674 0.4569 24.4655 0.7143 25.0901 2.5308 27.4892 2.4424 24.7297 2.2995 23.9776 2.1008 27.9688 2.0098 27.9760 1.9467 23.1212 1.8842 25.8545 1.8145 27.8535 1.7501 26.0738 1.6997 25.8373 1.5735 26.5757 1.7455 26.9273 1.5830 24.3932 1.5357 25.5354 1.5199 25.5661 1.2884 25.4787 1.0561 25.6078 1.0443 26.5167 1.3814 26.5553 1.4051 24.4027 0.9201 24.8605 0.8139 25.1465 0.7571 24.6101 0.7265 25.0613 0.7406 25.5826 0.7139 23.0181 0.6775 24.6327 0.6683 24.6776 0.6458 22.9429 0.6737 24.8231 0.6486 23.8937 0.7059 23.9376 0.7588 25.7327 0.7415 24.8787 0.7599 24.4257 0.6312 23.9675 0.6303 25.1309 0.6330 23.9766 0.7037 24.7169 0.6785 23.4733 0.6297 23.9145 0.6435 0.4917 4.20
21  22.8756 0.1648 21.7337 0.0318 20.3299 0.0233 19.8512 0.0228 19.5249 0.0238 19.3718 0.0279 22.1356 0.0917 21.8483 0.0837 21.8151 0.0769 21.7269 0.0704 21.6505 0.0643 21.5317 0.0600 21.5690 0.0578 21.3404 0.0519 21.2115 0.0494 21.2306 0.0472 21.1253 0.0441 20.9314 0.0474 20.7827 0.0372 20.7053 0.0361 20.5943 0.0371 20.6019 0.0364 20.4928 0.0336 20.4632 0.0321 20.2876 0.0387 20.2693 0.0393 20.2057 0.0296 20.1582 0.0285 20.1523 0.0282 20.1267 0.0283 20.0204 0.0289 20.0590 0.0285 20.0341 0.0282 20.0469 0.0286 20.0308 0.0278 19.9788 0.0279 19.9234 0.0272 19.8883 0.0278 19.8380 0.0285 19.8063 0.0278 19.7754 0.0286 19.7837 0.0268 19.7673 0.0269 19.6824 0.0271 19.7258 0.0284 19.6787 0.0278 19.6205 0.0270 19.6569 0.0272 0.3957 12.61
22  25.2266 0.5541 23.7330 0.1281 22.2082 0.0491 21.5512 0.0374 21.2020 0.0488 21.1275 0.0808 24.0884 0.4172 24.3099 0.3936 24.2487 0.3706 23.5321 0.3492 23.3853 0.3294 23.4765 0.3039 23.5990 0.2781 23.3813 0.2603 23.4366 0.2410 23.1185 0.2188 23.6118 0.2002 23.1493 0.2369 22.6652 0.1860 23.0448 0.1708 22.4046 0.1674 22.6640 0.1597 22.4334 0.1358 22.5208 0.1255 22.3129 0.1806 22.1252 0.1664 22.0895 0.0943 22.1108 0.0866 21.9777 0.0830 22.1610 0.0839 21.9559 0.0878 21.8532 0.0806 21.7690 0.0739 21.6499 0.0728 21.6054 0.0683 21.8147 0.0710 21.5285 0.0669 21.6635 0.0717 21.5834 0.0772 21.4578 0.0753 21.5429 0.0814 21.4843 0.0689 21.5607 0.0702 21.3657 0.0716 21.4733 0.0811 21.4720 0.0777 21.4329 0.0702 21.3920 0.0701 0.5797 15.00
23  26.8282 1.7043 26.3537 0.7581 24.2885 0.5183 24.3334 0.2844 23.4146 0.2533 22.7496 0.3420 24.2738 1.5214 25.1032 1.4923 29.1750 1.4687 26.0534 1.4470 23.9459 1.4247 24.7569 1.4032 25.6977 1.3836 25.6037 1.3724 25.2806 1.3554 26.6127 1.3249 26.1779 1.3015 25.3592 1.5079 25.0615 1.2957 28.0916 1.2392 25.9412 1.3031 23.8767 1.2607 23.8037 1.1249 25.2168 1.0856 29.7494 1.4202 24.2230 1.4386 25.4812 0.9546 25.7250 0.8725 25.9606 0.8366 23.6372 0.8149 25.0147 0.8383 24.9964 0.7959 24.8727 0.7320 23.6451 0.6924 25.0396 0.6348 24.7609 0.6482 24.3423 0.5990 23.8030 0.6280 23.4811 0.6401 24.2860 0.6064 23.9933 0.6311 23.3501 0.5217 24.1560 0.5249 24.2325 0.5153 23.3570 0.5456 23.5455 0.4989 23.6840 0.4622 23.6638 0.4841 1.2517 9.14
24  24.3138 0.3338 22.7055 0.0571 21.1235 0.0274 20.4047 0.0245 20.0329 0.0267 19.9385 0.0351 23.3958 0.2024 23.3711 0.1848 22.8892 0.1726 22.4863 0.1548 22.5727 0.1353 22.6425 0.1249 22.5329 0.1163 22.1977 0.1089 22.2255 0.1004 22.1710 0.0917 22.1588 0.0885 21.7776 0.1025 21.7544 0.0761 21.7418 0.0739 21.7543 0.0784 21.6915 0.0718 21.3635 0.0556 21.2058 0.0487 21.2154 0.0692 21.1790 0.0714 21.0973 0.0446 20.9778 0.0415 20.9086 0.0395 20.7567 0.0377 20.7207 0.0377 20.6868 0.0363 20.5841 0.0352 20.6095 0.0353 20.4683 0.0334 20.5220 0.0343 20.5261 0.0334 20.4619 0.0350 20.4720 0.0370 20.3897 0.0363 20.4670 0.0388 20.3632 0.0338 20.3219 0.0333 20.2506 0.0329 20.2604 0.0356 20.1554 0.0346 20.1733 0.0328 20.1585 0.0332 0.5199 9.00
25  28.5205 2.3855 27.7772 1.0138 25.8170 0.4444 24.2858 0.2868 23.6725 0.3933 23.6948 0.6247 22.5872 2.0754 25.6907 2.0144 29.0026 1.9510 27.8603 1.8851 26.6160 1.8166 26.0793 1.7534 26.6782 1.6965 26.9373 1.6187 25.2029 1.5283 28.5999 1.4492 28.3304 1.3817 26.0423 1.5502 26.1301 1.2922 24.2723 1.1969 25.9455 1.2516 25.0354 1.2188 25.5192 1.0310 26.8725 0.9800 25.2283 1.3271 25.5047 1.3249 26.4401 0.8606 25.4521 0.7312 25.3034 0.6658 24.8216 0.6722 24.1431 0.6918 24.8549 0.6608 24.5964 0.6442 24.9550 0.6326 23.6721 0.5739 24.7420 0.5736 24.4213 0.5326 23.1947 0.5685 24.6121 0.5983 23.7259 0.5804 23.4821 0.6191 23.9725 0.5324 24.0638 0.5378 25.3230 0.5376 23.3654 0.6147 23.5338 0.6045 23.5437 0.5692 23.1711 0.5786 0.6422 12.82
26  26.7485 1.8839 26.0238 0.8052 24.8407 0.3485 23.3806 0.1742 22.6343 0.1580 22.8179 0.2517 25.8880 1.6554 26.3296 1.6299 27.6349 1.6083 25.6039 1.5848 27.9589 1.5509 25.1066 1.5125 27.0374 1.4679 23.7774 1.4224 25.4905 1.3546 26.2746 1.2753 26.5011 1.2104 26.0624 1.3653 25.8878 1.1185 22.8508 1.0291 24.5825 1.0515 24.5000 1.0025 26.2112 0.8868 23.6409 0.8213 25.3370 1.0419 26.2397 1.0336 24.4507 0.6541 24.2295 0.5949 24.1105 0.5736 24.3663 0.5552 25.7353 0.5613 25.2427 0.5283 23.2185 0.5114 24.0350 0.4934 23.5002 0.4310 24.8169 0.4378 23.6214 0.4305 23.3961 0.4746 23.6644 0.4768 23.3524 0.4360 23.1384 0.4054 23.6442 0.2944 23.3711 0.2884 23.1377 0.2935 22.9845 0.3303 23.3828 0.3122 22.6340 0.2843 23.1570 0.2782 0.9722 5.98
27  27.4441 2.6729 26.1754 1.1680 25.1000 0.5213 24.6423 0.3358 24.7027 0.4525 23.3339 0.7090 27.3225 2.3222 26.8407 2.2503 25.9893 2.1728 21.6681 2.0954 26.6170 2.0172 28.2108 1.9544 28.7696 1.8786 29.2599 1.7751 28.4965 1.6899 29.5454 1.6111 24.4268 1.5405 25.6919 1.7162 27.1490 1.4446 25.9665 1.3543 25.5370 1.4320 26.1062 1.3460 24.5086 1.1587 25.3014 1.1499 23.1203 1.4972 25.5935 1.4952 26.6482 0.9590 23.5912 0.8025 25.5186 0.7803 24.9792 0.7807 25.6248 0.7975 24.4289 0.7756 24.6014 0.7398 24.5860 0.7119 25.3933 0.6470 24.8593 0.6546 25.1033 0.6132 24.7313 0.6547 23.5291 0.6860 23.8732 0.6605 24.1273 0.7147 24.7005 0.6173 23.2382 0.6181 24.6464 0.6242 25.2707 0.7135 25.5587 0.7033 25.1460 0.6559 25.1649 0.6528 0.6271 11.17
28  33.6349 3.6416 25.0546 1.5195 25.5194 0.4597 23.5402 0.1953 22.6026 0.1873 22.8418 0.3029 29.0877 3.3977 34.2337 3.3280 30.2957 3.2075 31.8171 3.0331 29.1680 2.7686 25.7890 2.4758 27.7491 2.2442 24.1445 2.0569 21.4879 1.8584 25.9214 1.6687 25.5141 1.5192 25.7718 1.6577 24.8459 1.4198 26.2658 1.2675 25.6841 1.1753 24.1149 1.0878 26.6218 0.9780 25.2478 0.9507 24.7953 1.2771 25.1993 1.2939 26.6011 0.8426 25.6624 0.8018 24.7266 0.7639 24.3447 0.6864 24.6625 0.7019 25.2369 0.7301 25.6906 0.7760 24.8419 0.7666 24.5833 0.6411 24.2913 0.5205 24.5385 0.4097 24.2821 0.4292 23.2525 0.4678 23.3114 0.4460 23.5539 0.4691 23.2254 0.3749 23.4163 0.3469 23.5050 0.3267 23.0285 0.3488 23.0451 0.3219 23.2187 0.2846 23.0927 0.2862 0.8459 0.02
29  31.5374 3.4401 26.8642 0.9484 24.6191 0.3191 23.8059 0.1977 23.1757 0.2618 22.4664 0.4277 30.5801 2.1645 30.6434 2.0224 23.5580 1.9424 28.2069 1.7493 23.8387 1.5635 24.8309 1.5045 24.5599 1.4594 25.7677 1.4198 27.1213 1.3553 26.2291 1.3047 26.8718 1.2572 26.4135 1.3504 26.2008 1.1431 25.8880 1.1801 22.8938 1.2671 26.2375 1.1222 24.9851 0.8133 24.9033 0.7039 26.0579 0.9923 22.6616 1.0217 24.3697 0.6392 24.8448 0.5630 24.7764 0.5155 24.2325 0.4798 24.0601 0.4782 24.0322 0.4458 23.5540 0.4257 23.9891 0.4194 24.2966 0.3853 24.3700 0.4080 23.9002 0.3861 23.4918 0.4232 23.7332 0.4567 24.2549 0.4543 23.5469 0.4985 23.7836 0.3962 24.2114 0.3785 23.3649 0.3762 24.1667 0.4332 24.1822 0.4131 23.5983 0.3758 23.1824 0.3826 0.5150 1.55
30  26.9135 0.8113 23.5892 0.1047 22.2680 0.0498 21.7250 0.0437 21.4288 0.0605 21.4536 0.1036 24.3054 0.3993 23.6192 0.3458 23.9547 0.3352 23.5761 0.3269 23.4316 0.2843 23.1258 0.2192 22.7536 0.1984 23.0328 0.1937 22.6356 0.1838 23.1084 0.1684 22.5208 0.1502 22.4444 0.1757 22.3745 0.1346 22.4717 0.1259 22.2511 0.1338 22.2409 0.1294 22.0922 0.1144 22.2002 0.1127 22.1353 0.1753 22.3133 0.1900 22.0401 0.1069 22.2797 0.0941 22.0934 0.0911 22.0478 0.0912 22.0623 0.0947 22.0243 0.0912 21.9818 0.0881 22.1040 0.0899 21.9310 0.0859 21.7627 0.0880 21.8372 0.0811 21.9177 0.0877 21.7541 0.0949 21.9388 0.0938 21.8157 0.1028 21.6556 0.0845 21.7564 0.0835 21.6073 0.0833 21.7567 0.0965 21.6083 0.0934 21.6367 0.0857 21.3859 0.0875 0.2343 6.55
31  26.5768 2.8769 26.0376 1.0939 25.9264 0.5358 25.1316 0.4696 24.8973 0.6523 23.7479 0.9888 24.5202 2.2770 21.5141 2.1770 25.5681 2.0785 27.1046 1.9777 25.6107 1.8750 24.6853 1.7989 30.5445 1.7564 29.7175 1.6312 29.4007 1.5773 26.1543 1.5081 23.3244 1.4320 26.6542 1.5486 25.4282 1.2528 24.8990 1.2112 25.1437 1.2595 24.5126 1.2420 26.5238 1.1194 25.7440 1.0542 23.3848 1.3616 22.9835 1.3922 23.6219 0.9399 24.0106 0.8825 24.8481 0.8643 25.0892 0.8748 25.5201 0.9183 24.3140 0.8924 24.9504 0.8796 24.7733 0.8976 25.8444 0.8626 24.7047 0.8862 25.6277 0.8317 23.8297 0.8736 24.5982 0.9150 23.5117 0.8918 24.3252 0.9574 25.0317 0.8359 24.7327 0.8453 24.5466 0.8546 26.7380 0.9537 24.1616 0.9222 23.6263 0.8590 23.9945 0.8760 0.3934 14.48
32  22.2918 1.4317 24.8475 0.5751 24.4482 0.3700 23.6282 0.1999 22.9728 0.1843 22.3599 0.2759 27.3343 1.2483 25.8169 1.2247 27.5644 1.2031 26.4525 1.1811 26.5058 1.1588 26.1622 1.1372 25.5022 1.1175 26.6018 1.1021 27.4305 1.0797 24.8202 1.0439 25.3987 1.0167 24.0344 1.1922 26.4972 1.0002 25.4794 0.9491 26.3364 1.0033 23.0950 0.9717 23.7792 0.8586 24.9553 0.8271 24.2004 1.1139 22.5519 1.1345 24.4597 0.7309 24.6177 0.6664 24.3952 0.6293 24.8340 0.6008 25.0339 0.6102 24.6190 0.5740 23.1750 0.5362 23.7767 0.5215 22.6007 0.4763 24.4802 0.4782 23.2893 0.4335 24.6758 0.4649 23.8895 0.4894 23.1659 0.4496 24.5309 0.4525 23.9344 0.3777 23.3256 0.3818 23.0206 0.3667 23.9017 0.4036 22.9412 0.3766 22.8285 0.3106 23.1321 0.2919 1.1163 13.27
33  24.1601 0.3271 23.2678 0.0789 21.5879 0.0346 20.8503 0.0278 20.5659 0.0329 20.3805 0.0490 23.0642 0.2506 23.3938 0.2384 23.5247 0.2263 23.0910 0.2143 23.1178 0.2020 23.1117 0.1906 22.9854 0.1797 22.8529 0.1673 22.3191 0.1541 22.6303 0.1411 22.4032 0.1301 22.5067 0.1547 22.4718 0.1161 22.1407 0.1035 22.4509 0.1108 21.9584 0.1062 22.0005 0.0840 21.9646 0.0792 21.9112 0.1171 21.9338 0.1159 21.6769 0.0665 21.3922 0.0556 21.2458 0.0522 21.3403 0.0526 21.2723 0.0536 21.1850 0.0517 21.3065 0.0507 21.1257 0.0498 21.0615 0.0453 21.0140 0.0453 20.8679 0.0429 20.9000 0.0456 20.9001 0.0480 20.8516 0.0461 20.7926 0.0493 20.8308 0.0430 20.7780 0.0432 20.7227 0.0432 20.7611 0.0487 20.7563 0.0479 20.7567 0.0453 20.6899 0.0458 0.6375 15.83
34  29.6393 2.7081 28.2629 0.9709 24.4291 0.3116 23.0663 0.1227 22.4813 0.1364 22.1686 0.2175 30.4850 2.4855 24.7833 2.3778 29.3321 2.2387 24.7804 2.0359 24.0900 1.8512 25.7131 1.6938 26.9114 1.5398 21.8781 1.3987 24.6391 1.2739 24.8895 1.1616 24.0420 1.1128 25.9975 1.2335 23.9732 0.9150 24.0085 0.8107 27.0570 0.8600 23.8840 0.8310 23.9350 0.7339 24.7462 0.6987 25.7301 0.9509 23.7407 0.9958 24.7161 0.6104 24.4333 0.5131 24.5914 0.4986 25.0583 0.5384 24.5503 0.6029 23.8004 0.5513 23.7664 0.4525 24.2670 0.3568 23.7209 0.2976 23.4824 0.3143 23.4916 0.2986 22.9024 0.3131 23.6041 0.3216 22.9816 0.2921 23.1021 0.2968 23.0424 0.2301 23.0005 0.2182 22.8254 0.2104 22.3386 0.2361 23.1300 0.2269 22.6304 0.2017 22.2512 0.2000 0.7872 1.16
35  25.4741 1.1165 25.8376 0.3935 23.8393 0.1794 22.6771 0.0895 22.1423 0.0929 21.9277 0.1564 25.8802 0.9654 23.4954 0.9429 26.4605 0.9204 24.5795 0.8955 23.2620 0.8688 24.9172 0.8401 25.1596 0.8090 24.3796 0.7799 23.7066 0.7475 24.6945 0.7067 24.6656 0.6704 22.6060 0.7876 24.9008 0.6288 24.6775 0.5792 24.7955 0.6125 24.0677 0.5815 23.9585 0.4810 23.7086 0.4406 24.7351 0.6222 24.3492 0.6316 23.7519 0.3695 23.8625 0.3286 23.6838 0.3097 23.5506 0.2962 23.2846 0.3081 23.6268 0.2946 23.3619 0.2622 23.2424 0.2468 23.3202 0.2362 23.4475 0.2494 22.6803 0.2232 23.1366 0.2326 22.4920 0.2175 22.6815 0.1868 21.8821 0.1998 22.3970 0.1673 22.6203 0.1636 22.3887 0.1615 22.3560 0.1867 22.2685 0.1747 22.2644 0.1521 22.0721 0.1475 0.9243 10.12
36  26.6718 1.4610 24.6571 0.4044 23.6998 0.1439 22.7455 0.0942 22.5673 0.1304 22.3237 0.2211 24.9003 1.1278 25.6409 1.0625 23.9014 0.9997 25.5622 0.9478 25.3290 0.9006 25.8608 0.8232 23.5722 0.7547 24.3974 0.7180 24.8899 0.6769 24.8979 0.6268 23.9535 0.5821 24.0077 0.6817 23.6895 0.5564 23.4319 0.4972 23.5690 0.4989 24.4786 0.4948 23.7000 0.4272 23.5031 0.3959 23.7751 0.5237 24.1851 0.4811 23.3856 0.2828 23.2861 0.2589 23.4957 0.2489 23.6361 0.2493 23.2672 0.2534 23.1967 0.2296 23.1004 0.2092 22.5865 0.2053 22.9222 0.1911 22.9253 0.2002 22.6173 0.1850 22.9524 0.1993 22.6436 0.2154 22.5749 0.2098 22.7713 0.2297 22.6076 0.1942 22.6314 0.1981 22.4301 0.2016 22.4295 0.2252 22.5641 0.2129 22.8993 0.1899 22.6756 0.1942 0.5737 10.26
37  25.5602 0.8606 24.1138 0.1525 22.4135 0.0597 22.0929 0.0509 21.6817 0.0710 21.3393 0.1206 24.3602 0.5086 24.2372 0.4692 24.6260 0.4321 24.0459 0.3959 24.0428 0.3607 23.0375 0.3408 23.5689 0.3192 23.5381 0.2828 23.3421 0.2752 23.4924 0.2548 23.5522 0.2326 23.2116 0.2516 22.5912 0.1850 22.6604 0.1756 22.6400 0.1860 22.5601 0.1818 22.7296 0.1528 22.4407 0.1394 22.3991 0.2020 22.3290 0.2088 22.4646 0.1194 22.2690 0.1090 22.4036 0.1062 22.2157 0.1080 22.2508 0.1142 22.2821 0.1111 22.3166 0.1090 22.1207 0.1122 22.2288 0.1046 22.0811 0.1073 22.0692 0.0983 22.0559 0.1063 22.0439 0.1122 21.9580 0.1081 21.8969 0.1185 22.0142 0.0991 21.8841 0.1006 21.9966 0.1020 21.7841 0.1164 21.8774 0.1106 21.9663 0.1010 21.8135 0.1039 0.3883 11.86
38  29.3774 2.8903 27.6491 1.2382 24.9814 0.4168 23.4503 0.1832 22.8371 0.1814 22.9267 0.2951 28.4784 2.6642 26.7027 2.6102 26.6557 2.5350 33.6814 2.4329 26.0423 2.2817 29.7607 2.1000 30.2663 1.9436 25.5591 1.8120 28.7958 1.6648 22.7397 1.5140 24.9239 1.3925 24.7484 1.5370 27.9636 1.3054 26.5411 1.1765 25.4314 1.1108 25.3537 1.0270 23.4748 0.9162 25.0532 0.8864 25.6516 1.1946 22.2658 1.2087 25.6100 0.7754 24.0040 0.7281 25.1174 0.7013 23.4827 0.6375 23.8227 0.6430 24.0697 0.6566 23.6617 0.6833 24.1122 0.6741 24.8458 0.5766 24.2121 0.4852 23.5152 0.3846 24.4288 0.4023 22.6982 0.4358 24.3025 0.4164 23.6409 0.4398 23.4913 0.3549 23.5923 0.3310 23.4123 0.3120 23.4065 0.3345 23.7509 0.3091 23.0985 0.2743 22.7879 0.2757 0.8472 1.59
39  23.5525 0.4607 23.7631 0.1380 22.7897 0.0778 21.6700 0.0426 21.0418 0.0431 20.8132 0.0654 23.4900 0.3822 23.4978 0.3705 24.0929 0.3599 23.6706 0.3502 23.7636 0.3405 23.8973 0.3300 23.6400 0.3200 23.5452 0.3123 23.4140 0.3024 23.7979 0.2874 22.9119 0.2760 23.2731 0.3415 23.0800 0.2693 22.8721 0.2502 23.3188 0.2670 22.9733 0.2540 23.1055 0.2159 22.9172 0.2065 23.3062 0.3043 22.7262 0.3050 22.9463 0.1672 22.6129 0.1481 22.4375 0.1406 22.5454 0.1349 22.5690 0.1363 22.6308 0.1253 22.3596 0.1148 22.2677 0.1111 22.2328 0.1055 22.0150 0.1075 22.0398 0.0925 22.0093 0.0955 21.9921 0.1029 21.8191 0.0966 21.8504 0.1000 21.6966 0.0812 21.6426 0.0743 21.3484 0.0677 21.2417 0.0769 21.3293 0.0746 21.3210 0.0669 21.1585 0.0675 1.0212 14.35
40  31.4265 2.5636 26.9118 1.1922 25.2592 0.4820 23.7415 0.2363 22.8772 0.2323 22.3524 0.3782 30.4857 2.3361 25.7165 2.3036 29.1798 2.2583 28.0761 2.2030 24.8125 2.1353 26.2008 2.0408 32.0995 1.9341 29.2067 1.8437 26.5839 1.7505 28.2587 1.6317 26.5787 1.5287 26.7274 1.6798 24.7575 1.4083 25.0012 1.3377 26.4028 1.3515 27.3225 1.2150 22.6252 1.0417 25.3279 1.0082 24.5308 1.3299 25.1735 1.3547 25.1650 0.8882 24.2765 0.8058 24.2406 0.7848 26.0410 0.7827 24.7358 0.7650 23.8789 0.6954 24.5745 0.6817 23.8664 0.7227 23.3661 0.6860 24.5891 0.6714 24.3742 0.5578 23.9385 0.5049 23.4420 0.4975 24.3480 0.4929 23.3790 0.5296 24.4920 0.4356 23.6596 0.4311 23.4217 0.4118 23.8708 0.4430 23.2393 0.4045 23.3618 0.3545 23.0105 0.3513 0.8811 4.23
41  24.4054 0.5026 23.8371 0.1449 22.6069 0.0645 21.5446 0.0372 20.9327 0.0434 20.9575 0.0692 23.3362 0.4202 24.1407 0.4042 24.2053 0.3888 23.7454 0.3738 23.3423 0.3577 23.7169 0.3421 23.6608 0.3277 23.9059 0.3155 23.8538 0.3001 23.4754 0.2804 23.7252 0.2643 23.3141 0.3237 23.6481 0.2505 23.1125 0.2237 23.0510 0.2302 23.0570 0.2157 23.1545 0.1802 22.5919 0.1681 22.8809 0.2433 22.5290 0.2433 22.6560 0.1334 22.4766 0.1231 22.2915 0.1172 22.4372 0.1064 22.1866 0.1087 22.2400 0.1057 21.9680 0.0966 21.9735 0.0940 22.0301 0.0823 21.5117 0.0760 21.7133 0.0705 21.4930 0.0769 21.5603 0.0791 21.5724 0.0761 21.4853 0.0835 21.5708 0.0682 21.4198 0.0652 21.4138 0.0626 21.2213 0.0693 21.2715 0.0664 21.1845 0.0609 21.1559 0.0622 0.8273 13.57
42  24.2717 1.3083 25.0809 0.4930 24.9101 0.2358 23.2094 0.1188 22.1033 0.1070 21.9776 0.1638 25.4803 1.1198 25.5559 1.0962 24.6025 1.0756 28.2625 1.0572 24.3853 1.0389 26.4990 1.0155 26.5594 0.9908 26.0137 0.9685 24.6389 0.9386 25.3603 0.8898 23.8417 0.8460 24.0307 0.9853 25.1813 0.8021 24.7650 0.7409 25.2330 0.7664 24.3148 0.7227 24.8795 0.6180 24.8446 0.5903 24.6499 0.8231 23.5839 0.8124 24.6882 0.4661 23.7206 0.4117 23.3123 0.3964 24.2004 0.3849 23.9061 0.3937 24.1067 0.3663 23.5081 0.3388 23.8946 0.3290 23.4805 0.3107 22.9785 0.3183 22.2117 0.2765 23.2999 0.2830 23.2764 0.3066 22.9731 0.3052 23.3212 0.3197 22.8736 0.2534 22.8540 0.2298 22.8963 0.1965 22.8630 0.2114 22.2935 0.2065 22.6622 0.1883 22.6407 0.1873 1.0328 7.98
43  24.3720 0.6279 23.6956 0.1194 21.8769 0.0418 20.8668 0.0279 20.4457 0.0315 20.2668 0.0443 24.0891 0.4535 23.8778 0.4112 23.1517 0.3730 23.6812 0.3343 23.7332 0.3002 23.2758 0.2713 23.2103 0.2546 22.9578 0.2345 23.4357 0.1995 22.7619 0.1768 22.9279 0.1671 22.8116 0.2040 22.6765 0.1562 22.2854 0.1407 22.9107 0.1483 22.3925 0.1438 22.3379 0.1151 22.0031 0.1042 22.2293 0.1635 22.2682 0.1792 22.0356 0.0978 21.9940 0.0798 21.6679 0.0644 21.5655 0.0596 21.4563 0.0633 21.3892 0.0603 21.3634 0.0571 21.4106 0.0561 21.3053 0.0502 21.1440 0.0492 20.9752 0.0448 20.9635 0.0465 20.9239 0.0480 20.8716 0.0464 20.8081 0.0486 20.7640 0.0413 20.8734 0.0418 20.7719 0.0421 20.6856 0.0469 20.7412 0.0463 20.6915 0.0438 20.6320 0.0455 0.6595 5.10
44  29.1368 1.3938 25.7951 0.4549 23.4995 0.1337 22.4275 0.0631 21.4416 0.0587 21.3984 0.0954 26.4537 1.2014 22.8421 1.1854 25.6633 1.1536 23.6810 1.1145 27.0966 1.0608 26.4690 0.9934 25.2650 0.9046 25.8976 0.8302 25.3232 0.7607 25.3589 0.6823 23.7170 0.6124 25.7300 0.6926 23.4927 0.5291 23.7023 0.4864 23.4479 0.5082 23.5434 0.4408 23.5084 0.3428 23.8375 0.3232 23.6868 0.4722 23.5840 0.4860 22.9826 0.2805 22.9918 0.2489 23.5741 0.2371 23.7010 0.2386 23.0758 0.2405 23.2642 0.2090 23.0630 0.1948 23.0101 0.2079 22.8626 0.2086 23.0740 0.2095 22.6923 0.1765 22.3638 0.1559 22.2837 0.1377 22.2263 0.1308 22.2942 0.1456 22.0998 0.1180 22.1058 0.1154 22.0597 0.1124 22.0229 0.1207 21.8473 0.1095 21.6450 0.0942 21.6956 0.0919 0.8961 2.97
