3000	0
3501.7	0.06506
3504.3	0.06504
3507	0.06501
3509.6	0.06499
3512.3	0.06496
3514.9	0.06494
3517.6	0.06492
3520.2	0.06489
3522.9	0.06487
3525.5	0.06485
3528.2	0.06482
3530.8	0.0648
3533.5	0.06478
3536.2	0.06475
3538.8	0.06473
3541.5	0.06471
3544.1	0.06468
3546.8	0.06466
3549.4	0.06464
3552.1	0.06461
3554.7	0.06459
3557.4	0.06457
3560	0.06454
3562.7	0.06452
3565.3	0.06449
3568	0.06447
3570.7	0.06445
3573.3	0.06442
3576	0.0644
3578.6	0.06438
3581.3	0.06435
3583.9	0.06433
3586.6	0.06431
3589.2	0.06428
3591.9	0.06426
3594.5	0.06424
3597.2	0.06421
3599.8	0.06419
3602.5	0.06417
3605.1	0.06414
3607.8	0.06412
3610.5	0.0641
3613.1	0.06407
3615.8	0.06405
3618.4	0.06402
3621.1	0.064
3623.7	0.06398
3626.4	0.06395
3629	0.06393
3631.7	0.06391
3634.3	0.06388
3637	0.06386
3639.6	0.06384
3642.3	0.06381
3644.9	0.06379
3647.6	0.06377
3650.3	0.06374
3652.9	0.06372
3655.6	0.0637
3658.2	0.06367
3660.9	0.06365
3663.5	0.06363
3666.2	0.0636
3668.8	0.06358
3671.5	0.06356
3674.1	0.06353
3676.8	0.06351
3679.4	0.06348
3682.1	0.06346
3684.7	0.06344
3687.4	0.06341
3690.1	0.06339
3692.7	0.06337
3695.4	0.06334
3698	0.06332
3700.7	0.0633
3703.3	0.06327
3706	0.06325
3708.6	0.06323
3711.3	0.0632
3713.9	0.06318
3716.6	0.06316
3719.2	0.06313
3721.9	0.06311
3724.5	0.06309
3727.2	0.06306
3729.9	0.06304
3732.5	0.06301
3735.2	0.06299
3737.8	0.06297
3740.5	0.06294
3743.1	0.06292
3745.8	0.0629
3748.4	0.06287
3751.1	0.06285
3753.7	0.06283
3756.4	0.0628
3759	0.06278
3761.7	0.06276
3764.3	0.06273
3767	0.06271
3769.7	0.06269
3772.3	0.06266
3775	0.06264
3777.6	0.06262
3780.3	0.06259
3782.9	0.06257
3785.6	0.06254
3788.2	0.06252
3790.9	0.0625
3793.5	0.06247
3796.2	0.06245
3798.8	0.06243
3801.5	0.0624
3804.1	0.06238
3806.8	0.06236
3809.5	0.06233
3812.1	0.06231
3814.8	0.06229
3817.4	0.06226
3820.1	0.06224
3822.7	0.06222
3825.4	0.06219
3828	0.06217
3830.7	0.06215
3833.3	0.06212
3836	0.0621
3838.6	0.06207
3841.3	0.06205
3844	0.06203
3846.6	0.062
3849.3	0.06198
3851.9	0.06196
3854.6	0.06194
3857.2	0.06191
3859.9	0.06189
3862.5	0.06187
3865.2	0.06184
3867.8	0.06182
3870.5	0.0618
3873.1	0.06178
3875.8	0.06176
3878.4	0.06173
3881.1	0.06171
3883.8	0.06169
3886.4	0.06167
3889.1	0.06165
3891.7	0.06163
3894.4	0.0616
3897	0.06158
3899.7	0.06156
3902.3	0.06154
3905	0.06152
3907.6	0.06151
3910.3	0.06149
3912.9	0.06147
3915.6	0.06145
3918.2	0.06143
3920.9	0.06141
3923.6	0.06139
3926.2	0.06137
3928.9	0.06135
3931.5	0.06133
3934.2	0.06131
3936.8	0.0613
3939.5	0.06128
3942.1	0.06126
3944.8	0.06124
3947.4	0.06122
3950.1	0.0612
3952.7	0.06118
3955.4	0.06116
3958	0.06114
3960.7	0.06112
3963.4	0.0611
3966	0.06108
3968.7	0.06106
3971.3	0.06104
3974	0.06102
3976.6	0.06101
3979.3	0.06099
3981.9	0.06097
3984.6	0.06095
3987.2	0.06093
3989.9	0.06091
3992.5	0.06089
3995.2	0.06087
3997.8	0.06084
4000.5	0.06082
4003.2	0.06081
4005.8	0.06079
4008.5	0.06077
4011.1	0.06074
4013.8	0.06072
4016.4	0.0607
4019.1	0.06068
4021.7	0.06066
4024.4	0.06064
4027	0.06062
4029.7	0.0606
4032.3	0.06058
4035	0.06056
4037.6	0.06054
4040.3	0.06052
4043	0.0605
4045.6	0.06048
4048.3	0.06046
4050.9	0.06044
4053.6	0.06042
4056.2	0.0604
4058.9	0.06038
4061.5	0.06036
4064.2	0.06034
4066.8	0.06032
4069.5	0.06031
4072.1	0.06029
4074.8	0.06027
4077.4	0.06025
4080.1	0.06023
4082.8	0.06021
4085.4	0.06019
4088.1	0.06018
4090.7	0.06016
4093.4	0.06014
4096	0.06012
4098.7	0.0601
4101.3	0.06009
4104	0.06007
4106.6	0.06006
4109.3	0.06004
4111.9	0.06003
4114.6	0.06001
4117.3	0.06
4119.9	0.05998
4122.6	0.05996
4125.2	0.05995
4127.9	0.05993
4130.5	0.05992
4133.2	0.0599
4135.8	0.05989
4138.5	0.05987
4141.1	0.05985
4143.8	0.05984
4146.4	0.05982
4149.1	0.05981
4151.7	0.05979
4154.4	0.05977
4157.1	0.05976
4159.7	0.05974
4162.4	0.05972
4165	0.05971
4167.7	0.05969
4170.3	0.05967
4173	0.05966
4175.6	0.05964
4178.3	0.05962
4180.9	0.0596
4183.6	0.05959
4186.2	0.05957
4188.9	0.05955
4191.5	0.05953
4194.2	0.05952
4196.9	0.0595
4199.5	0.05948
4202.2	0.05946
4204.8	0.05944
4207.5	0.05942
4210.1	0.0594
4212.8	0.05938
4215.4	0.05936
4218.1	0.05934
4220.7	0.05932
4223.4	0.0593
4226	0.05928
4228.7	0.05926
4231.3	0.05924
4234	0.05922
4236.7	0.0592
4239.3	0.05918
4242	0.05916
4244.6	0.05914
4247.3	0.05912
4249.9	0.0591
4252.6	0.05908
4255.2	0.05906
4257.9	0.05904
4260.5	0.05902
4263.2	0.059
4265.8	0.05898
4268.5	0.05896
4271.1	0.05894
4273.8	0.05892
4276.5	0.0589
4279.1	0.05888
4281.8	0.05886
4284.4	0.05884
4287.1	0.05882
4289.7	0.0588
4292.4	0.05879
4295	0.05877
4297.7	0.05875
4300.3	0.05873
4303	0.05871
4305.6	0.05869
4308.3	0.05868
4310.9	0.05866
4313.6	0.05864
4316.3	0.05862
4318.9	0.0586
4321.6	0.05859
4324.2	0.05857
4326.9	0.05855
4329.5	0.05853
4332.2	0.05852
4334.8	0.0585
4337.5	0.05848
4340.1	0.05846
4342.8	0.05845
4345.4	0.05843
4348.1	0.05841
4350.7	0.0584
4353.4	0.05838
4356.1	0.05836
4358.7	0.05834
4361.4	0.05833
4364	0.05831
4366.7	0.0583
4369.3	0.05828
4372	0.05826
4374.6	0.05825
4377.3	0.05823
4379.9	0.05821
4382.6	0.0582
4385.2	0.05818
4387.9	0.05817
4390.5	0.05815
4393.2	0.05814
4395.9	0.05812
4398.5	0.05811
4401.2	0.05809
4403.8	0.05808
4406.5	0.05807
4409.1	0.05806
4411.8	0.05804
4414.4	0.05803
4417.1	0.05802
4419.7	0.05801
4422.4	0.05799
4425	0.05798
4427.7	0.05797
4430.4	0.05796
4433	0.05794
4435.7	0.05793
4438.3	0.05792
4441	0.0579
4443.6	0.05789
4446.3	0.05788
4448.9	0.05787
4451.6	0.05785
4454.2	0.05784
4456.9	0.05782
4459.5	0.05781
4462.2	0.0578
4464.8	0.05778
4467.5	0.05777
4470.2	0.05776
4472.8	0.05774
4475.5	0.05773
4478.1	0.05771
4480.8	0.0577
4483.4	0.05768
4486.1	0.05767
4488.7	0.05766
4491.4	0.05764
4494	0.05763
4496.7	0.05761
4499.3	0.05759
4502	0.05758
4504.6	0.05756
4507.3	0.05754
4510	0.05753
4512.6	0.05751
4515.3	0.05749
4517.9	0.05747
4520.6	0.05746
4523.2	0.05744
4525.9	0.05742
4528.5	0.05741
4531.2	0.05739
4533.8	0.05737
4536.5	0.05735
4539.1	0.05734
4541.8	0.05732
4544.4	0.0573
4547.1	0.05729
4549.8	0.05727
4552.4	0.05725
4555.1	0.05724
4557.7	0.05722
4560.4	0.0572
4563	0.05719
4565.7	0.05717
4568.3	0.05715
4571	0.05714
4573.6	0.05712
4576.3	0.0571
4578.9	0.05709
4581.6	0.05707
