#1:ID
#2:z_true
#3:t_true
#4:E(B-V)
#5:Mr
#6:up.res
#7:g.res
#8:r.res
#9:i.res
#10:z.res
#11:y.res
#12:4400.res
#13:4500.res
#14:4600.res
#15:4700.res
#16:4800.res
#17:4900.res
#18:5000.res
#19:5100.res
#20:5200.res
#21:5300.res
#22:5400.res
#23:5500.res
#24:5600.res
#25:5700.res
#26:5800.res
#27:5900.res
#28:6000.res
#29:6100.res
#30:6200.res
#31:6300.res
#32:6400.res
#33:6500.res
#34:6600.res
#35:6700.res
#36:6800.res
#37:6900.res
#38:7000.res
#39:7100.res
#40:7200.res
#41:7300.res
#42:7400.res
#43:7500.res
#44:7600.res
#45:7700.res
#46:7800.res
#47:7900.res
#48:8000.res
#49:8100.res
#50:8200.res
#51:8300.res
#52:8400.res
#53:8500.res
0 22.6786 21.9713 20.5098 19.5396 19.1391 18.9646 22.2716 22.2018 22.1279 22.0545 21.9770 21.8912 21.8034 21.7154 21.6433 21.5501 21.4154 21.3050 21.2215 21.1317 21.0385 20.9392 20.8398 20.7915 20.7290 20.5772 20.4981 20.4886 20.4006 20.3128 20.1507 19.9585 19.9235 19.8923 19.8284 19.8029 19.7622 19.6788 19.5741 19.5036 19.4568 19.4181 19.3938 19.3516 19.3143 19.3071 19.2921 19.2661 0.7230 11.46
1 24.5713 24.0329 22.8364 21.7662 21.1214 20.9766 24.2142 24.1748 24.1310 24.0832 24.0321 23.9783 23.9177 23.8539 23.7903 23.7260 23.6536 23.5791 23.5012 23.4270 23.3642 23.2790 23.1610 23.0588 22.9830 22.9019 22.8194 22.7309 22.6409 22.5534 22.5221 22.4620 22.3219 22.2332 22.2275 22.1661 22.0781 22.0022 21.7979 21.6786 21.6655 21.6306 21.5722 21.5475 21.5247 21.4566 21.3720 21.2919 0.9150 12.12
2 21.6843 20.2689 19.1949 18.8241 18.5395 18.4047 20.6984 20.5967 20.5179 20.3334 20.2660 20.1478 20.0313 19.8241 19.7688 19.6969 19.6583 19.6156 19.5022 19.4061 19.3557 19.3188 19.2764 19.2464 19.2327 19.1986 19.1863 19.1809 19.1591 19.1185 19.0594 19.0094 18.9766 18.9457 18.9313 18.9186 18.9077 18.8906 18.8552 18.8270 18.8051 18.7891 18.7741 18.7520 18.7246 18.6971 18.6734 18.6560 0.2786 15.75
3 23.5257 22.2975 20.7573 20.2150 19.8869 19.7428 22.7636 22.6396 22.4787 22.3696 22.2679 22.1605 22.0442 21.9408 21.8910 21.7427 21.6264 21.6101 21.5081 21.3796 21.1371 21.0367 21.0050 20.9364 20.9037 20.8253 20.7125 20.6145 20.5545 20.5104 20.4766 20.4206 20.4030 20.3878 20.3599 20.3546 20.3498 20.3457 20.2788 20.2324 20.1742 20.1510 20.1148 20.0826 20.0643 20.0486 20.0391 20.0301 0.4587 10.68
4 25.9652 24.7605 23.2610 22.7612 22.4425 22.3022 25.2239 25.0766 24.9461 24.8430 24.7334 24.6165 24.4967 24.4320 24.3370 24.1723 24.1351 24.0550 23.9465 23.7418 23.5839 23.5584 23.4881 23.4523 23.3981 23.2901 23.1866 23.1223 23.0773 23.0455 22.9936 22.9696 22.9568 22.9280 22.9179 22.9133 22.9090 22.8585 22.8078 22.7483 22.7220 22.6868 22.6547 22.6378 22.6227 22.6129 22.6033 22.5746 0.4415 11.97
5 26.3630 25.8563 24.7875 23.7506 22.7577 22.3654 25.9643 25.9271 25.8900 25.8538 25.8207 25.7897 25.7600 25.7314 25.6967 25.6528 25.6049 25.5482 25.4856 25.4033 25.3189 25.2363 25.1549 25.0632 24.9677 24.8750 24.7819 24.7088 24.6548 24.5585 24.4131 24.2892 24.2255 24.1674 24.1038 24.0413 23.9680 23.8951 23.8231 23.8024 23.7446 23.6198 23.5197 23.5078 23.5334 23.4922 23.4054 23.2997 1.1721 6.89
6 25.7423 25.1677 23.8056 22.7015 21.9218 21.7487 25.3652 25.3311 25.2956 25.2492 25.1981 25.1381 25.0706 24.9846 24.8973 24.8119 24.7225 24.6224 24.5239 24.4248 24.3447 24.2806 24.1632 24.0087 23.9060 23.8407 23.7680 23.6967 23.6142 23.5281 23.4602 23.4320 23.3364 23.2016 23.1457 23.1663 23.1253 23.0349 22.8946 22.6765 22.5279 22.5090 22.4862 22.4280 22.3923 22.3517 22.2690 22.1801 0.9392 7.70
7 26.7853 26.2665 25.2125 24.1509 23.3281 23.0651 26.4025 26.3663 26.3291 26.2927 26.2570 26.2185 26.1740 26.1272 26.0758 26.0206 25.9564 25.8917 25.8275 25.7613 25.6866 25.6111 25.5331 25.4591 25.4005 25.3258 25.2108 25.0986 25.0231 24.9530 24.8792 24.8015 24.7191 24.6368 24.5631 24.5412 24.4726 24.3441 24.2531 24.2551 24.2194 24.1316 24.0608 23.9133 23.7274 23.6694 23.6632 23.6172 1.0512 10.83
8 26.7494 25.1405 24.2118 23.8139 23.5424 23.4006 25.6563 25.3372 25.2678 25.1927 25.1114 24.9654 24.8196 24.7239 24.6668 24.5947 24.5557 24.5303 24.5158 24.5120 24.4890 24.3899 24.3197 24.2869 24.2358 24.2003 24.1754 24.1642 24.1386 24.0723 24.0249 24.0091 24.0094 23.9963 23.9559 23.9094 23.8764 23.8639 23.8381 23.8121 23.7869 23.7706 23.7848 23.7683 23.7000 23.6539 23.6270 23.6212 0.1268 6.64
9 26.0279 25.5850 24.8133 23.8148 22.9295 22.5409 25.6839 25.6464 25.6136 25.5819 25.5492 25.5168 25.4837 25.4503 25.4176 25.3856 25.3518 25.3117 25.2704 25.2244 25.1768 25.1214 25.0609 25.0010 24.9415 24.8801 24.8107 24.7409 24.6698 24.5976 24.5398 24.4852 24.4014 24.2906 24.1910 24.1263 24.0638 23.9992 23.9252 23.8554 23.7806 23.7044 23.6616 23.6418 23.5562 23.4322 23.3632 23.3670 1.2652 10.47
